RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
2.0,51.0,1.0,0.25930067844628346,40239.0,4.0,1.0,2.0,1.0,1.0,0
0.5464194228062353,33.0,0.0,0.20720224512812443,38127.0,3.0,0.0,1.0,0.0,0.0,0
1.122788107428366,58.0,0.0,0.32648881703045,74220.0,7.0,0.0,2.0,0.0,1.0,0
1.583080040526849,31.0,0.0,0.10923252279635258,52640.0,3.0,0.0,2.0,0.0,1.0,0
1.4339795801307789,54.0,0.0,0.27713089365607435,34868.0,4.0,0.0,2.0,0.0,2.0,0
1.1405109489051095,36.0,0.0,0.1052919708029197,43840.0,3.0,0.0,2.0,0.0,2.0,0
1.410238330277817,56.0,1.0,0.0952192920603582,35455.0,3.0,1.0,2.0,1.0,0.0,1
1.6149870801033592,57.0,1.0,0.3781201550387597,51600.0,6.0,1.0,2.0,1.0,0.0,1
0.6944444444444444,23.0,0.0,0.4746666666666667,18000.0,4.0,0.0,1.0,0.0,2.0,0
0.09164088503101128,25.0,0.0,0.15087755311505696,68201.0,4.0,0.0,1.0,0.0,0.0,0
0.2637575962187711,28.0,0.0,0.4172856178257934,23696.0,3.0,0.0,1.0,0.0,0.0,0
0.8173139793383026,29.0,1.0,0.07115535504119262,40784.0,3.0,1.0,1.0,1.0,1.0,1
1.8270847036468612,52.0,1.0,0.2792698969524227,18244.0,2.0,1.0,1.0,1.0,2.0,1
1.2249047636546258,31.0,0.0,0.39988240914268913,27213.0,5.0,0.0,1.0,0.0,2.0,0
0.8672334904760418,26.0,0.0,0.10960443746032407,96091.0,5.0,0.0,2.0,0.0,0.0,0
0.6431033595719504,54.0,0.0,0.2543911097391573,32395.0,3.0,0.0,1.0,0.0,0.0,0
0.06553767105332145,43.0,1.0,0.16279557489645047,95365.0,5.0,1.0,1.0,1.0,0.0,0
1.082461951462406,28.0,1.0,0.32456539152648783,46191.0,6.0,0.0,2.0,1.0,1.0,0
2.0,41.0,0.0,0.5105194617276805,34555.0,6.0,0.0,2.0,0.0,0.0,0
1.758643733952376,24.0,0.0,0.07776722591537406,47385.0,2.0,0.0,2.0,0.0,0.0,0
1.8300940668350354,55.0,0.0,0.46356282712931446,27321.0,5.0,0.0,2.0,0.0,1.0,0
2.0,38.0,1.0,0.5477222222222222,18000.0,4.0,1.0,2.0,1.0,0.0,1
1.4406315728815513,29.0,0.0,0.0553490650301092,34707.0,2.0,0.0,2.0,0.0,0.0,0
0.414119829713926,53.0,0.0,0.4695249217313522,80492.0,11.0,0.0,1.0,0.0,0.0,0
0.5897951287640725,39.0,1.0,0.26687993658522774,35323.0,4.0,1.0,1.0,1.0,0.0,0
0.6944444444444444,60.0,1.0,0.29505555555555557,18000.0,3.0,1.0,1.0,1.0,0.0,1
0.5532834050388626,47.0,0.0,0.3745684389440697,37654.0,6.0,0.0,1.0,0.0,1.0,0
1.76146892416524,42.0,0.0,0.2912765012999641,47309.0,5.0,0.0,2.0,0.0,2.0,0
1.7898052691867126,40.0,0.0,0.22025343642611683,18624.0,3.0,0.0,1.0,0.0,0.0,0
0.36985531260171023,33.0,0.0,0.21942775986034263,33797.0,3.0,0.0,1.0,0.0,0.0,0
1.1574074074074074,32.0,1.0,0.05361111111111111,18000.0,1.0,0.0,1.0,0.0,0.0,0
0.7659900421294523,41.0,0.0,0.5016621983914209,65275.0,10.0,0.0,2.0,0.0,2.0,0
0.33817258299600617,43.0,1.0,0.27004433442563075,98569.0,9.0,1.0,1.0,1.0,0.0,0
0.5588215571003867,21.0,0.0,0.2232380356304625,89474.0,6.0,0.0,2.0,0.0,0.0,0
0.33306687982946975,37.0,0.0,0.5389555022648548,37530.0,6.0,0.0,1.0,0.0,1.0,0
1.1299435028248588,23.0,0.0,0.06847457627118644,44250.0,2.0,0.0,2.0,0.0,0.0,0
1.1904195038331509,50.0,0.0,0.48271510880434265,42002.0,6.0,0.0,2.0,0.0,0.0,0
0.24237018652809555,31.0,0.0,0.3072866172877807,25787.0,4.0,0.0,1.0,0.0,0.0,0
1.7980113993922722,34.0,0.0,0.47634716004099464,18539.0,4.0,0.0,1.0,0.0,2.0,0
2.0,48.0,0.0,0.143768033341645,28073.0,2.0,0.0,2.0,0.0,0.0,0
0.9228753103168231,26.0,0.0,0.25396605664608657,36119.0,3.0,0.0,1.0,0.0,0.0,0
2.0,34.0,0.0,0.2984514442992577,35969.0,4.0,0.0,2.0,0.0,0.0,1
2.0,34.0,1.0,0.3672327476195151,20374.0,4.0,1.0,2.0,1.0,2.0,0
2.0,43.0,1.0,0.16752387950036737,27220.0,2.0,0.0,2.0,0.0,2.0,0
2.0,30.0,0.0,0.19969084859440908,38169.0,3.0,0.0,2.0,0.0,0.0,0
1.2076711269986957,46.0,1.0,0.44191101879136274,41402.0,7.0,0.0,2.0,0.0,0.0,0
0.8351037532903088,28.0,0.0,0.4437808153284964,24947.0,4.0,0.0,1.0,0.0,0.0,0
0.5334357529979089,58.0,0.0,0.06790423761362181,39055.0,3.0,0.0,1.0,0.0,0.0,0
2.0,33.0,1.0,0.30800986759301213,19863.0,3.0,1.0,2.0,1.0,2.0,1
0.6507027589796981,40.0,1.0,0.20098906819364915,19210.0,2.0,1.0,1.0,1.0,0.0,1
0.38295395361661716,40.0,1.0,0.304065439171594,32641.0,3.0,0.0,1.0,1.0,0.0,0
0.40107809792722837,57.0,1.0,0.17121221844317525,31166.0,3.0,0.0,1.0,1.0,1.0,0
2.0,49.0,0.0,0.2803333333333333,18000.0,2.0,0.0,2.0,0.0,1.0,0
0.3487236713628121,27.0,0.0,0.06561584600362673,35845.0,2.0,0.0,1.0,0.0,1.0,0
0.6944444444444444,55.0,0.0,0.052333333333333336,18000.0,2.0,0.0,1.0,0.0,0.0,0
2.0,59.0,1.0,0.27722502797350834,33067.0,4.0,0.0,2.0,1.0,2.0,0
0.26759146276197204,29.0,1.0,0.35035215036499473,46713.0,6.0,0.0,1.0,0.0,1.0,0
0.3472222222222222,47.0,1.0,0.1327222222222222,18000.0,3.0,1.0,1.0,1.0,1.0,0
0.7239347300447392,26.0,0.0,0.11300621135998379,69067.0,4.0,0.0,2.0,0.0,0.0,0
0.19563652299120418,44.0,0.0,0.546530190628228,31947.0,6.0,0.0,1.0,0.0,0.0,0
2.0,23.0,0.0,0.18655480737388233,18118.0,3.0,0.0,2.0,0.0,0.0,0
1.0852460795485377,54.0,1.0,0.16561940419990231,30715.0,3.0,1.0,1.0,1.0,0.0,0
1.2351473530792223,43.0,0.0,0.41286035424026085,40481.0,5.0,0.0,2.0,0.0,1.0,0
1.7005067510118015,38.0,1.0,0.31010441111451215,29403.0,4.0,1.0,2.0,1.0,0.0,0
0.32733652813784797,28.0,0.0,0.5307565401838322,38187.0,7.0,0.0,1.0,0.0,2.0,0
2.0,46.0,0.0,0.4891666666666667,18000.0,3.0,0.0,2.0,0.0,0.0,0
0.6446788210113721,57.0,0.0,0.10229763531808453,77558.0,4.0,0.0,2.0,0.0,2.0,0
0.06923673424171929,60.0,0.0,0.5396034119862634,90270.0,13.0,0.0,1.0,0.0,1.0,0
0.11035422824432603,37.0,1.0,0.3404913499941733,188786.0,15.0,0.0,1.0,0.0,0.0,0
0.6232673168591316,34.0,0.0,0.11553880213007839,33426.0,2.0,0.0,1.0,0.0,1.0,0
1.8518518518518519,56.0,1.0,0.4267222222222222,18000.0,3.0,0.0,1.0,1.0,0.0,1
0.5247691015952981,21.0,0.0,0.07258606213266162,23820.0,2.0,0.0,1.0,0.0,2.0,0
0.38300088856206144,51.0,1.0,0.19738333792934398,32637.0,3.0,1.0,1.0,1.0,1.0,0
0.3472222222222222,58.0,0.0,0.11888888888888889,18000.0,2.0,0.0,1.0,0.0,0.0,0
0.25848877124777697,31.0,0.0,0.13263575830265933,24179.0,3.0,0.0,1.0,0.0,0.0,0
0.487215466167758,25.0,0.0,0.2524087932647334,42760.0,5.0,0.0,1.0,0.0,1.0,0
0.7177225801265489,31.0,1.0,0.1001825886243842,29027.0,2.0,1.0,1.0,1.0,1.0,0
2.0,43.0,0.0,0.4756395423576295,23337.0,5.0,0.0,2.0,0.0,0.0,0
0.22654777439466434,56.0,1.0,0.5200086994345368,27588.0,5.0,0.0,1.0,1.0,0.0,0
0.5049648140517569,35.0,0.0,0.1158591269360351,41257.0,2.0,0.0,1.0,0.0,2.0,0
0.1375319074025174,31.0,1.0,0.15383769034415984,45444.0,4.0,0.0,1.0,1.0,0.0,0
0.4840346026656754,42.0,1.0,0.25020329453311957,43041.0,5.0,1.0,1.0,1.0,0.0,0
2.0,57.0,0.0,0.12638888888888888,18000.0,3.0,0.0,2.0,0.0,0.0,0
0.44316026447804585,54.0,1.0,0.4468119050573449,112826.0,14.0,1.0,2.0,1.0,2.0,0
2.0,23.0,1.0,0.19044444444444444,18000.0,2.0,1.0,2.0,1.0,1.0,1
2.0,37.0,1.0,0.20956149559880483,37149.0,4.0,0.0,2.0,1.0,0.0,0
0.7862191507260734,28.0,0.0,0.22133641531240417,42397.0,3.0,0.0,1.0,0.0,2.0,0
1.2683595038177622,39.0,0.0,0.5459019304431648,39421.0,7.0,0.0,2.0,0.0,1.0,0
1.230557196298484,43.0,0.0,0.2515652687536917,67720.0,5.0,0.0,2.0,0.0,0.0,0
0.655033275690405,39.0,0.0,0.25404810564376673,31805.0,4.0,0.0,1.0,0.0,0.0,0
1.6730913374022915,34.0,0.0,0.0598699004176036,49808.0,3.0,0.0,2.0,0.0,0.0,0
0.3335112059765208,51.0,1.0,0.18756670224119532,18740.0,2.0,0.0,1.0,1.0,0.0,0
1.084269419265299,59.0,1.0,0.40068092119529863,46114.0,7.0,0.0,2.0,1.0,1.0,0
0.3299284715073772,42.0,0.0,0.39269934278248475,63145.0,7.0,0.0,1.0,0.0,0.0,0
0.24423602969910121,33.0,0.0,0.4769831965611567,51180.0,8.0,0.0,1.0,0.0,1.0,0
2.0,33.0,0.0,0.5119117359890646,20484.0,5.0,0.0,2.0,0.0,2.0,0
0.39651699471839363,30.0,0.0,0.27822011451410805,126098.0,11.0,0.0,2.0,0.0,1.0,0
0.4139621141873096,32.0,1.0,0.4580076831368393,30196.0,5.0,0.0,1.0,0.0,0.0,1
0.6872663294479877,51.0,0.0,0.11915823619969211,72752.0,4.0,0.0,2.0,0.0,0.0,0
0.5596747618024214,56.0,1.0,0.35982162045991833,37224.0,5.0,1.0,1.0,1.0,2.0,1
0.36767950113245285,47.0,0.0,0.49239638791658086,33997.0,6.0,0.0,1.0,0.0,1.0,0
1.408014418067641,52.0,1.0,0.393047224803582,23674.0,4.0,0.0,1.0,1.0,2.0,0
0.2898147504115369,33.0,1.0,0.5383135100044052,43131.0,7.0,1.0,1.0,1.0,0.0,1
2.0,57.0,1.0,0.46605555555555556,18000.0,4.0,0.0,2.0,0.0,0.0,1
0.6944444444444444,26.0,0.0,0.4965,18000.0,4.0,0.0,1.0,0.0,2.0,0
0.327619646694973,24.0,0.0,0.05021753944540546,19077.0,2.0,0.0,1.0,0.0,1.0,0
0.20079031066276865,55.0,0.0,0.12342981977061715,31127.0,2.0,0.0,1.0,0.0,0.0,0
1.66616681662168,34.0,1.0,0.17871305275084143,30009.0,3.0,1.0,2.0,1.0,0.0,0
1.8518518518518519,51.0,0.0,0.15416666666666667,18000.0,3.0,0.0,1.0,0.0,1.0,0
0.35977227853857624,55.0,1.0,0.5451845200062169,57907.0,9.0,1.0,1.0,1.0,1.0,0
0.28201171363853766,28.0,0.0,0.4864228280585862,73874.0,11.0,0.0,1.0,0.0,0.0,0
1.744013673067197,35.0,0.0,0.46423899963375714,19113.0,4.0,0.0,1.0,0.0,0.0,1
0.4056729302567098,51.0,0.0,0.2593061370200889,30813.0,3.0,0.0,1.0,0.0,0.0,0
0.30237058538945333,46.0,1.0,0.3320270924044509,41340.0,5.0,0.0,1.0,1.0,0.0,1
2.0,56.0,0.0,0.135965348999303,40172.0,2.0,0.0,2.0,0.0,2.0,0
0.3501952338428674,33.0,1.0,0.14773336134895204,95185.0,6.0,1.0,1.0,1.0,0.0,1
0.8050946388747997,55.0,0.0,0.11733449266961331,41403.0,2.0,0.0,1.0,0.0,0.0,0
0.861304186799652,53.0,0.0,0.1526833931939743,38701.0,3.0,0.0,1.0,0.0,2.0,0
0.6944444444444444,55.0,1.0,0.11094444444444444,18000.0,2.0,1.0,1.0,1.0,0.0,0
1.0406260406260406,39.0,1.0,0.21193806193806194,20020.0,3.0,0.0,1.0,1.0,0.0,0
0.6944444444444444,59.0,0.0,0.29683333333333334,18000.0,3.0,0.0,1.0,0.0,2.0,0
0.27795072489549055,52.0,1.0,0.10164102107978297,44972.0,3.0,0.0,1.0,1.0,0.0,0
1.465802820204626,58.0,0.0,0.5133827797484682,34111.0,6.0,0.0,2.0,0.0,1.0,0
1.5724753907601345,35.0,1.0,0.327153505047646,21198.0,3.0,0.0,1.0,0.0,0.0,0
1.4637088039157138,29.0,1.0,0.24453304761737482,56933.0,5.0,1.0,2.0,1.0,1.0,1
0.7048110401601331,60.0,1.0,0.384467374296951,47294.0,6.0,0.0,1.0,1.0,2.0,0
2.0,48.0,0.0,0.06925249369066218,33284.0,3.0,0.0,2.0,0.0,0.0,0
1.1574074074074074,43.0,1.0,0.05272222222222222,18000.0,2.0,0.0,1.0,1.0,0.0,0
0.5775165862763578,51.0,0.0,0.13028774186394634,36074.0,2.0,0.0,1.0,0.0,0.0,0
0.5473333917155618,59.0,0.0,0.34709694369034066,22838.0,4.0,0.0,1.0,0.0,0.0,0
1.7470300489168413,45.0,0.0,0.5410552061495457,28620.0,6.0,0.0,2.0,0.0,2.0,0
1.6292270295281106,49.0,1.0,0.19218362040313594,51149.0,3.0,1.0,2.0,1.0,2.0,1
0.5270758883864098,47.0,0.0,0.13168463995446064,63242.0,3.0,0.0,1.0,0.0,1.0,0
0.32380064242047457,43.0,0.0,0.1198062376955756,38604.0,2.0,0.0,1.0,0.0,0.0,0
0.3032802795031056,24.0,0.0,0.5371942934782609,41216.0,8.0,0.0,1.0,0.0,2.0,0
0.1503271117952665,35.0,0.0,0.3172984414085049,41576.0,5.0,0.0,1.0,0.0,2.0,0
0.40394247859104865,58.0,1.0,0.07254806915495234,30945.0,3.0,0.0,1.0,0.0,2.0,1
0.7849971347604581,55.0,0.0,0.5078538963332784,42463.0,7.0,0.0,1.0,0.0,0.0,0
0.6314207598517424,32.0,1.0,0.1446648102896327,52791.0,3.0,0.0,1.0,0.0,0.0,0
2.0,35.0,1.0,0.47105555555555556,18000.0,4.0,1.0,2.0,1.0,0.0,0
0.5401854780857556,49.0,0.0,0.535898566131667,38567.0,7.0,0.0,1.0,0.0,0.0,0
0.18060451944749464,43.0,1.0,0.08871293995260937,34606.0,3.0,1.0,1.0,1.0,0.0,0
0.29502006136417275,60.0,1.0,0.1528911966013689,42370.0,4.0,1.0,1.0,1.0,0.0,0
0.09925676534112565,58.0,0.0,0.12679456231736755,62968.0,3.0,0.0,1.0,0.0,0.0,0
1.019336819465256,53.0,0.0,0.15091281612183113,32701.0,3.0,0.0,1.0,0.0,1.0,0
0.6078583933086948,45.0,0.0,0.2689165531997666,20564.0,3.0,0.0,1.0,0.0,0.0,0
0.17601915088361614,47.0,1.0,0.3765824121664437,71015.0,8.0,0.0,1.0,1.0,2.0,0
0.4415400918403391,44.0,0.0,0.10363829035676439,28310.0,3.0,0.0,1.0,0.0,0.0,0
2.0,37.0,0.0,0.28894444444444445,18000.0,3.0,0.0,2.0,0.0,1.0,0
2.0,40.0,0.0,0.28449483680141147,38542.0,5.0,0.0,2.0,0.0,0.0,1
0.7879773566826783,46.0,0.0,0.2640795794092061,26439.0,3.0,0.0,1.0,0.0,1.0,0
1.4932951049786458,44.0,0.0,0.23544485261177314,55805.0,5.0,0.0,2.0,0.0,2.0,0
1.1574074074074074,26.0,0.0,0.4225555555555556,18000.0,3.0,0.0,1.0,0.0,0.0,0
0.20802130138126143,53.0,0.0,0.528007988017973,30045.0,5.0,0.0,1.0,0.0,0.0,0
2.0,28.0,0.0,0.40406629946442624,39397.0,6.0,0.0,2.0,0.0,1.0,0
0.26695711600888433,54.0,0.0,0.325089697590979,23412.0,4.0,0.0,1.0,0.0,0.0,0
0.42858122471370774,53.0,0.0,0.2740999794281012,48610.0,4.0,0.0,1.0,0.0,0.0,0
0.28915105250983114,27.0,0.0,0.4258848022206801,43230.0,6.0,0.0,1.0,0.0,0.0,0
1.8518518518518519,51.0,1.0,0.16794444444444445,18000.0,2.0,0.0,1.0,0.0,0.0,0
1.8518518518518519,54.0,0.0,0.4948888888888889,18000.0,4.0,0.0,1.0,0.0,1.0,0
1.1574074074074074,37.0,1.0,0.2971111111111111,18000.0,3.0,1.0,1.0,1.0,1.0,0
2.0,51.0,1.0,0.4738986897761271,19386.0,4.0,1.0,2.0,1.0,2.0,0
1.0747141260424726,58.0,0.0,0.3531403146762961,31016.0,5.0,0.0,1.0,0.0,2.0,0
0.3472222222222222,51.0,0.0,0.5246111111111111,18000.0,4.0,0.0,1.0,0.0,2.0,0
1.6251600782677094,57.0,1.0,0.182342960781637,51277.0,4.0,0.0,2.0,1.0,0.0,0
2.0,21.0,1.0,0.18226537216828478,23175.0,3.0,0.0,2.0,0.0,0.0,1
2.0,29.0,0.0,0.46754122479004473,32626.0,6.0,0.0,2.0,0.0,0.0,0
0.527309351304036,51.0,1.0,0.4549625083051223,63214.0,8.0,0.0,1.0,1.0,0.0,0
1.0898944982125731,40.0,1.0,0.2549829976458279,19115.0,3.0,0.0,1.0,1.0,0.0,0
0.49431341843433146,23.0,0.0,0.5116499786456603,42146.0,6.0,0.0,1.0,0.0,1.0,0
1.1574074074074074,39.0,1.0,0.14266666666666666,18000.0,2.0,1.0,1.0,1.0,0.0,0
0.3246415956783711,32.0,0.0,0.17735819655100768,38504.0,3.0,0.0,1.0,0.0,2.0,0
0.15915862385087473,27.0,0.0,0.06753418727240316,39269.0,3.0,0.0,1.0,0.0,0.0,0
1.3606775085450546,41.0,1.0,0.16382012931879042,61244.0,4.0,0.0,2.0,1.0,2.0,0
0.19199459343224895,58.0,0.0,0.44038951863115533,32553.0,5.0,0.0,1.0,0.0,2.0,0
2.0,45.0,1.0,0.4246666666666667,18000.0,3.0,1.0,2.0,1.0,0.0,1
0.799744081893794,52.0,0.0,0.24753678822776712,62520.0,6.0,0.0,2.0,0.0,1.0,0
0.4332455289061417,39.0,0.0,0.4475946208235131,28852.0,5.0,0.0,1.0,0.0,1.0,0
0.20125583641925615,60.0,1.0,0.28694252133311865,31055.0,3.0,0.0,1.0,0.0,0.0,0
0.931098696461825,40.0,0.0,0.5399776536312849,22375.0,5.0,0.0,1.0,0.0,0.0,0
2.0,21.0,0.0,0.46478557553419336,40154.0,7.0,0.0,2.0,0.0,2.0,0
0.9012906482082342,51.0,0.0,0.4825438027255029,23115.0,4.0,0.0,1.0,0.0,0.0,0
0.41431885979449784,50.0,1.0,0.48329466357308587,30170.0,6.0,1.0,1.0,1.0,0.0,0
0.10304943899885409,34.0,0.0,0.06358562583985293,121301.0,4.0,0.0,1.0,0.0,1.0,0
0.06678634780192771,46.0,0.0,0.2747643777649548,93582.0,7.0,0.0,1.0,0.0,0.0,0
0.13369555916830667,27.0,1.0,0.5361726704885771,46748.0,8.0,1.0,1.0,1.0,2.0,0
0.3563995095942748,23.0,1.0,0.11005046617055855,58455.0,3.0,0.0,1.0,1.0,0.0,0
2.0,37.0,1.0,0.36543159609120524,24560.0,4.0,1.0,2.0,1.0,1.0,0
0.11501444581439428,27.0,0.0,0.2838188476472645,54341.0,6.0,0.0,1.0,0.0,1.0,0
0.28790565907363475,46.0,0.0,0.39300274086187437,43417.0,6.0,0.0,1.0,0.0,0.0,0
0.2912259447369647,32.0,1.0,0.5048692977960021,21461.0,5.0,0.0,1.0,1.0,0.0,0
0.2914491727215232,34.0,1.0,0.11753853686686311,114371.0,5.0,0.0,1.0,1.0,1.0,0
2.0,29.0,1.0,0.09333816552451239,30352.0,2.0,1.0,2.0,1.0,2.0,1
1.9504583577140628,42.0,1.0,0.28624926857811583,25635.0,4.0,1.0,2.0,1.0,1.0,0
0.3472222222222222,23.0,0.0,0.4187222222222222,18000.0,4.0,0.0,1.0,0.0,1.0,0
1.301513920992899,44.0,0.0,0.27528581245705,64028.0,5.0,0.0,2.0,0.0,0.0,0
1.795396603109627,22.0,1.0,0.4167115515817444,27849.0,4.0,1.0,2.0,1.0,2.0,0
0.38881458210208714,33.0,1.0,0.3707735854925503,32149.0,5.0,0.0,1.0,1.0,1.0,0
0.6203350801969192,60.0,0.0,0.47483920914721295,33584.0,6.0,0.0,1.0,0.0,1.0,0
2.0,25.0,0.0,0.5451263537906137,25484.0,5.0,0.0,2.0,0.0,1.0,0
0.266865926558497,33.0,1.0,0.46641759180187875,46840.0,7.0,0.0,1.0,1.0,0.0,0
0.25220935394051897,46.0,0.0,0.21042330817965377,49562.0,5.0,0.0,1.0,0.0,0.0,0
0.28118574905634064,34.0,0.0,0.21677396714850658,74091.0,6.0,0.0,1.0,0.0,0.0,0
2.0,28.0,1.0,0.3269444444444444,18000.0,2.0,1.0,2.0,1.0,0.0,1
1.7523569200574773,44.0,1.0,0.07744716643886027,47555.0,3.0,0.0,2.0,0.0,0.0,0
0.4420772680332159,39.0,0.0,0.08589738148792599,47126.0,3.0,0.0,1.0,0.0,2.0,1
2.0,29.0,0.0,0.12501399410381758,26797.0,3.0,0.0,2.0,0.0,0.0,0
0.6944444444444444,51.0,0.0,0.2886111111111111,18000.0,2.0,0.0,1.0,0.0,0.0,1
0.9593706528517293,46.0,0.0,0.26956396603827887,34745.0,3.0,0.0,1.0,0.0,1.0,0
0.36089409346290874,48.0,0.0,0.3516898505032307,57727.0,6.0,0.0,1.0,0.0,0.0,0
1.2992918859221725,58.0,0.0,0.46217111674137595,25655.0,5.0,0.0,1.0,0.0,1.0,1
0.3472222222222222,49.0,0.0,0.4315,18000.0,4.0,0.0,1.0,0.0,2.0,0
2.0,45.0,1.0,0.35688888888888887,18000.0,4.0,1.0,2.0,1.0,1.0,1
2.0,41.0,0.0,0.474479311302416,18005.0,4.0,0.0,2.0,0.0,0.0,0
0.39372062844111827,29.0,0.0,0.13739275050081265,52914.0,4.0,0.0,1.0,0.0,0.0,0
